CustomerID,Age,Gender,Location,IncomeLevel,SignupDate,TransactionID,TransactionDate,Amount,ProductCategory,PaymentMethod,InteractionID,InteractionDate,Platform,InteractionType,Sentiment
2de49c7c-32ae-4ba8-b058-622a090d7094,53.0,Female,Emilyville,Low,2022-02-13,8b7c550f-4acc-4333-a144-cc4d75aa8d1a,2024-01-24,500.33,Home & Garden,PayPal,1938981d-34a2-4811-8c16-ec1482a1ea2a,2023-09-05,Twitter,Share,Positive
2de49c7c-32ae-4ba8-b058-622a090d7094,53.0,Female,Emilyville,Low,2022-02-13,4c272502-6aca-4249-a7b3-29405eadc589,2022-09-28,276.46,Automotive,Bank Transfer,39bff46a-8e21-4bed-b9a9-16f9daef972f,2023-10-15,Twitter,Comment,Positive
2de49c7c-32ae-4ba8-b058-622a090d7094,53.0,Female,Emilyville,Low,2022-02-13,4c272502-6aca-4249-a7b3-29405eadc589,2022-09-28,276.46,Automotive,Bank Transfer,acf1fab3-5649-4b34-a348-97537b19954c,2024-05-15,Instagram,Share,Positive
2de49c7c-32ae-4ba8-b058-622a090d7094,53.0,Female,Emilyville,Low,2022-02-13,4c272502-6aca-4249-a7b3-29405eadc589,2022-09-28,276.46,Automotive,Bank Transfer,1938981d-34a2-4811-8c16-ec1482a1ea2a,2023-09-05,Twitter,Share,Positive
2de49c7c-32ae-4ba8-b058-622a090d7094,53.0,Female,Emilyville,Low,2022-02-13,37d37255-6fc0-4210-82b4-995cebe4cf8a,2022-10-15,615.28,Electronics,PayPal,39bff46a-8e21-4bed-b9a9-16f9daef972f,2023-10-15,Twitter,Comment,Positive
2de49c7c-32ae-4ba8-b058-622a090d7094,53.0,Female,Emilyville,Low,2022-02-13,37d37255-6fc0-4210-82b4-995cebe4cf8a,2022-10-15,615.28,Electronics,PayPal,acf1fab3-5649-4b34-a348-97537b19954c,2024-05-15,Instagram,Share,Positive
2de49c7c-32ae-4ba8-b058-622a090d7094,53.0,Female,Emilyville,Low,2022-02-13,37d37255-6fc0-4210-82b4-995cebe4cf8a,2022-10-15,615.28,Electronics,PayPal,1938981d-34a2-4811-8c16-ec1482a1ea2a,2023-09-05,Twitter,Share,Positive
9f2128cd-2f2b-4f71-987c-29fd045021f0,46.0,Female,Lake Erin,Medium,2022-04-26,f9984090-562f-4b19-a818-ad5a6895078a,2023-03-22,743.6,Home & Garden,Debit Card,252122e0-ea99-4de6-8f51-1ce2c9211e8d,2024-02-11,Twitter,Like,Negative
40f5a5dd-a46f-4a5e-8c0f-fe04389ddec8,46.0,Female,Mariaberg,High,2024-02-18,89c66686-cfbc-40ae-be34-488bcce40db0,2024-04-17,719.78,Health & Beauty,Credit Card,ab0052d8-a0f0-4f9f-96d6-c0d67f1a9f3c,2023-10-08,Instagram,Share,Negative
40f5a5dd-a46f-4a5e-8c0f-fe04389ddec8,46.0,Female,Mariaberg,High,2024-02-18,4c3f1eb1-78a0-48d1-943c-8fcc84246308,2023-12-08,461.11,Electronics,Bank Transfer,ab0052d8-a0f0-4f9f-96d6-c0d67f1a9f3c,2023-10-08,Instagram,Share,Negative
aae60ad7-5553-4d10-a637-93d5dcc98e4a,46.0,Male,Brownfort,Low,2021-12-02,529c0e5b-1874-4815-be8c-6f2202725634,2023-07-02,116.46,Electronics,Bank Transfer,0a36d7a9-d0d3-4697-93ee-c0702b9ef9a0,2023-12-24,Facebook,Like,Positive
8602d631-457c-49c1-8b59-8efb2a4448d4,51.0,Male,East Keithville,High,2022-04-17,634cee29-fdc7-449f-8141-97a78982219c,2022-08-08,815.21,Electronics,Bank Transfer,834d9cb9-2465-4a36-a77e-1e47c7cf8673,2023-08-26,Twitter,Share,Positive
8602d631-457c-49c1-8b59-8efb2a4448d4,51.0,Male,East Keithville,High,2022-04-17,634cee29-fdc7-449f-8141-97a78982219c,2022-08-08,815.21,Electronics,Bank Transfer,a07d0772-b8c2-4352-a935-9ed67c6b08a5,2024-06-08,Instagram,Comment,Neutral
b2f4c25e-be11-4912-9d14-5c288616e56e,29.0,Male,South Timothyhaven,High,2023-07-09,a4ecc963-9419-4c11-a907-352ea2bb4bd9,2024-04-06,533.94,Clothing,Bank Transfer,e34703af-163c-43c9-a91b-d9e75c1d16b6,2024-06-14,Facebook,Like,Positive
b2f4c25e-be11-4912-9d14-5c288616e56e,29.0,Male,South Timothyhaven,High,2023-07-09,a4ecc963-9419-4c11-a907-352ea2bb4bd9,2024-04-06,533.94,Clothing,Bank Transfer,507a1927-2a78-4050-a893-d6d0c64ae723,2024-04-02,Instagram,Like,Positive
fd63f236-3ec3-401d-9fa1-53bda0bd7c0e,46.0,Male,Thomasbury,Low,2021-05-29,a4549bba-a146-46fa-89c1-61cd7832120e,2023-03-26,31.09,Automotive,Bank Transfer,f12b89ac-7bc9-4976-aab9-ef48816551e1,2024-04-23,Instagram,Share,Negative
ef562111-91d8-47bc-a2b1-d6622604fd3d,61.0,Female,Loganbury,Low,2020-10-05,d0cb8601-66b0-4283-b83a-3f8197bed89d,17/10/2023,624.07,Automotive,Debit Card,10f096fa-d9da-4c6c-9537-2d80e560b9e6,2023-08-27,Instagram,Like,Neutral
88c11bb5-495a-4fa4-9dca-ba16c044b52f,29.0,Male,Cruzville,High,2022-01-03,186b48d2-9ec6-4df1-a0ca-0dd1b42a0906,2024-05-16,320.91,Home & Garden,PayPal,fa1954f4-0163-45a0-bac6-5527ab614dd9,2024-01-05,Facebook,Comment,Neutral
88c11bb5-495a-4fa4-9dca-ba16c044b52f,29.0,Male,Cruzville,High,2022-01-03,186b48d2-9ec6-4df1-a0ca-0dd1b42a0906,2024-05-16,320.91,Home & Garden,PayPal,ba7df936-4848-4e50-b0d0-964a415b271d,2024-03-12,Instagram,Share,Negative
36bc83c7-adc6-45b8-960d-685e9d19661e,32.0,Female,New Annafort,Medium,2020-01-21,b0b79aef-cc8f-4036-99d8-b26f6e7ed5d6,2024-06-24,649.14,Electronics,Debit Card,36ee04ee-eabd-4e24-b12b-52338c0d8632,2023-09-18,Twitter,Like,Negative
36bc83c7-adc6-45b8-960d-685e9d19661e,32.0,Female,New Annafort,Medium,2020-01-21,b0b79aef-cc8f-4036-99d8-b26f6e7ed5d6,2024-06-24,649.14,Electronics,Debit Card,e982d98b-3538-4bae-9539-7e7cdf258022,2023-12-05,Instagram,Share,Positive
a800ccba-e1ca-4f52-ad9f-14f3432699c9,46.0,Male,Randyton,High,2022-10-16,487ecd9b-57c8-447c-a2a8-e55477ba0d6d,2023-09-25,-100.0,Clothing,Bank Transfer,af1217d1-e174-4575-9df2-b3c56c804832,2024-01-03,Instagram,Like,Positive
a800ccba-e1ca-4f52-ad9f-14f3432699c9,46.0,Male,Randyton,High,2022-10-16,487ecd9b-57c8-447c-a2a8-e55477ba0d6d,2023-09-25,-100.0,Clothing,Bank Transfer,30a13c94-142d-4aa3-89d5-07fbc4f65b0d,2023-07-08,Facebook,Share,Positive
a800ccba-e1ca-4f52-ad9f-14f3432699c9,46.0,Male,Randyton,High,2022-10-16,57f54b77-b69f-4921-b643-0f39baadec37,2023-07-19,204.73,Automotive,PayPal,af1217d1-e174-4575-9df2-b3c56c804832,2024-01-03,Instagram,Like,Positive
a800ccba-e1ca-4f52-ad9f-14f3432699c9,46.0,Male,Randyton,High,2022-10-16,57f54b77-b69f-4921-b643-0f39baadec37,2023-07-19,204.73,Automotive,PayPal,30a13c94-142d-4aa3-89d5-07fbc4f65b0d,2023-07-08,Facebook,Share,Positive
3151b4f8-afe8-405a-b152-aa1cc8616f05,64.0,Male,East Brianfort,Low,2024-02-06,2c4d5cce-0134-405e-b015-2d6eab352444,2023-12-31,154.02,Health & Beauty,PayPal,fa4ef880-867d-40a4-a5d8-53c9ba630672,12/08/2023,Instagram,Comment,Positive
013c4cd9-1d0f-4004-8772-065ab426d105,39.0,Male,South Jamesburgh,Medium,2022-08-24,4044222b-4470-4e79-8f53-5bdba7066c44,2023-05-28,0.0,Electronics,PayPal,4b1394bb-49e0-4182-8649-67bb090b995b,15/08/2023,Instagram,Comment,Neutral
c9f831b4-43cf-4ed9-9b47-09542e239c70,53.0,Female,East Ryanbury,Medium,2023-10-12,3af7276b-44b9-46f9-bc65-737c8a5c4846,2022-09-02,315.11,Electronics,Debit Card,db5b0bb3-57fd-4ecd-bb04-69fccfbcdcab,2023-12-14,Facebook,Share,Positive
c9f831b4-43cf-4ed9-9b47-09542e239c70,53.0,Female,East Ryanbury,Medium,2023-10-12,2820d98b-03ae-45ec-9f77-560d4cf0c053,2024-01-08,703.27,Electronics,Debit Card,db5b0bb3-57fd-4ecd-bb04-69fccfbcdcab,2023-12-14,Facebook,Share,Positive
348c5ab5-992d-4780-ba71-d1a5e3818191,46.0,Female,New Jesseside,Low,2023-09-24,a9272080-cc7f-4f82-9977-857549f2c895,12/10/2023,626.22,Automotive,Debit Card,a3b06362-9ff0-433b-be2f-477c452259c2,2023-08-29,Twitter,Share,Positive
348c5ab5-992d-4780-ba71-d1a5e3818191,46.0,Female,New Jesseside,Low,2023-09-24,a9272080-cc7f-4f82-9977-857549f2c895,12/10/2023,626.22,Automotive,Debit Card,0265861e-f3f1-4218-bf5a-af624138d56b,2023-11-12,Instagram,Share,Positive
e8a5fdb8-fcd9-450c-9635-e376266c8bcf,48.0,Female,Robinburgh,High,2024-06-08,208e7d1b-e7da-46f8-b6b8-678eef27699e,2023-06-21,645.53,Automotive,PayPal,07269016-cf56-465c-aaef-2412210455a2,2024-01-01,Twitter,Share,Neutral
e8a5fdb8-fcd9-450c-9635-e376266c8bcf,48.0,Female,Robinburgh,High,2024-06-08,208e7d1b-e7da-46f8-b6b8-678eef27699e,2023-06-21,645.53,Automotive,PayPal,3d37f1e5-21f1-47dd-9cc4-b3a0a219e4a2,2024-06-12,Facebook,Share,Neutral
e8a5fdb8-fcd9-450c-9635-e376266c8bcf,48.0,Female,Robinburgh,High,2024-06-08,208e7d1b-e7da-46f8-b6b8-678eef27699e,2023-06-21,645.53,Automotive,PayPal,188baa55-d207-41ab-9c46-59d2a1b28783,2023-07-25,Instagram,Like,Neutral
e8a5fdb8-fcd9-450c-9635-e376266c8bcf,48.0,Female,Robinburgh,High,2024-06-08,208e7d1b-e7da-46f8-b6b8-678eef27699e,2023-06-21,645.53,Automotive,PayPal,1e339bcc-3fea-44f5-9394-ce55412e9cbd,2024-05-03,Facebook,Like,Negative
e8a5fdb8-fcd9-450c-9635-e376266c8bcf,48.0,Female,Robinburgh,High,2024-06-08,1d6d18b4-4311-4688-bf03-a8005953adb5,2022-10-23,574.47,Home & Garden,Credit Card,07269016-cf56-465c-aaef-2412210455a2,2024-01-01,Twitter,Share,Neutral
e8a5fdb8-fcd9-450c-9635-e376266c8bcf,48.0,Female,Robinburgh,High,2024-06-08,1d6d18b4-4311-4688-bf03-a8005953adb5,2022-10-23,574.47,Home & Garden,Credit Card,3d37f1e5-21f1-47dd-9cc4-b3a0a219e4a2,2024-06-12,Facebook,Share,Neutral
e8a5fdb8-fcd9-450c-9635-e376266c8bcf,48.0,Female,Robinburgh,High,2024-06-08,1d6d18b4-4311-4688-bf03-a8005953adb5,2022-10-23,574.47,Home & Garden,Credit Card,188baa55-d207-41ab-9c46-59d2a1b28783,2023-07-25,Instagram,Like,Neutral
e8a5fdb8-fcd9-450c-9635-e376266c8bcf,48.0,Female,Robinburgh,High,2024-06-08,1d6d18b4-4311-4688-bf03-a8005953adb5,2022-10-23,574.47,Home & Garden,Credit Card,1e339bcc-3fea-44f5-9394-ce55412e9cbd,2024-05-03,Facebook,Like,Negative
e8a5fdb8-fcd9-450c-9635-e376266c8bcf,48.0,Female,Robinburgh,High,2024-06-08,4f268702-c1eb-40e5-86d8-b233c68015d2,2023-06-24,309.51,Automotive,Credit Card,07269016-cf56-465c-aaef-2412210455a2,2024-01-01,Twitter,Share,Neutral
e8a5fdb8-fcd9-450c-9635-e376266c8bcf,48.0,Female,Robinburgh,High,2024-06-08,4f268702-c1eb-40e5-86d8-b233c68015d2,2023-06-24,309.51,Automotive,Credit Card,3d37f1e5-21f1-47dd-9cc4-b3a0a219e4a2,2024-06-12,Facebook,Share,Neutral
e8a5fdb8-fcd9-450c-9635-e376266c8bcf,48.0,Female,Robinburgh,High,2024-06-08,4f268702-c1eb-40e5-86d8-b233c68015d2,2023-06-24,309.51,Automotive,Credit Card,188baa55-d207-41ab-9c46-59d2a1b28783,2023-07-25,Instagram,Like,Neutral
e8a5fdb8-fcd9-450c-9635-e376266c8bcf,48.0,Female,Robinburgh,High,2024-06-08,4f268702-c1eb-40e5-86d8-b233c68015d2,2023-06-24,309.51,Automotive,Credit Card,1e339bcc-3fea-44f5-9394-ce55412e9cbd,2024-05-03,Facebook,Like,Negative
52303d17-9d24-4c20-89e3-7bcfa92140c9,150.0,Male,Spencermouth,High,2022-06-25,1b497cc4-f8f0-4190-82c9-a63c1bc1ab59,2022-11-18,661.24,Automotive,Bank Transfer,2f8e6d3c-836e-4763-9716-f206884ee1a0,2024-04-04,Instagram,Like,Positive
52303d17-9d24-4c20-89e3-7bcfa92140c9,150.0,Male,Spencermouth,High,2022-06-25,1b497cc4-f8f0-4190-82c9-a63c1bc1ab59,2022-11-18,661.24,Automotive,Bank Transfer,cc14b52f-71cf-4049-8726-c8017367e3ef,2023-10-22,Instagram,Like,Negative
52303d17-9d24-4c20-89e3-7bcfa92140c9,150.0,Male,Spencermouth,High,2022-06-25,1b497cc4-f8f0-4190-82c9-a63c1bc1ab59,2022-11-18,661.24,Automotive,Bank Transfer,fb69d081-b1a7-49cf-9f50-19590139713f,2023-12-06,Facebook,Comment,Negative
f381038c-b3ed-4561-84b1-0f60d4afb6c9,39.0,Male,New Diana,High,2023-05-12,e6c93a64-c6c0-404f-ac3f-3e0ccb3ae774,2022-08-14,282.78,Automotive,Bank Transfer,a5d17841-efe2-4b48-b274-f1c08e30379c,2023-10-28,Facebook,Comment,Positive
f381038c-b3ed-4561-84b1-0f60d4afb6c9,39.0,Male,New Diana,High,2023-05-12,e6c93a64-c6c0-404f-ac3f-3e0ccb3ae774,2022-08-14,282.78,Automotive,Bank Transfer,4f856131-43ed-4a4a-ba71-985110f88058,2023-09-30,Facebook,Like,Negative
f381038c-b3ed-4561-84b1-0f60d4afb6c9,39.0,Male,New Diana,High,2023-05-12,e6c93a64-c6c0-404f-ac3f-3e0ccb3ae774,2022-08-14,282.78,Automotive,Bank Transfer,71f41a3d-9d14-42ab-b725-d759dfb89e40,2023-12-04,Instagram,Share,Negative
f381038c-b3ed-4561-84b1-0f60d4afb6c9,39.0,Male,New Diana,High,2023-05-12,e6c93a64-c6c0-404f-ac3f-3e0ccb3ae774,2022-08-14,282.78,Automotive,Bank Transfer,1045a13e-f2c8-4d8a-a7ce-e179659f821c,2023-07-27,Facebook,Comment,Neutral
f381038c-b3ed-4561-84b1-0f60d4afb6c9,39.0,Male,New Diana,High,2023-05-12,1bfaf193-8596-4691-b5cb-9154b9288076,2023-05-18,849.85,Home & Garden,Bank Transfer,a5d17841-efe2-4b48-b274-f1c08e30379c,2023-10-28,Facebook,Comment,Positive
f381038c-b3ed-4561-84b1-0f60d4afb6c9,39.0,Male,New Diana,High,2023-05-12,1bfaf193-8596-4691-b5cb-9154b9288076,2023-05-18,849.85,Home & Garden,Bank Transfer,4f856131-43ed-4a4a-ba71-985110f88058,2023-09-30,Facebook,Like,Negative
f381038c-b3ed-4561-84b1-0f60d4afb6c9,39.0,Male,New Diana,High,2023-05-12,1bfaf193-8596-4691-b5cb-9154b9288076,2023-05-18,849.85,Home & Garden,Bank Transfer,71f41a3d-9d14-42ab-b725-d759dfb89e40,2023-12-04,Instagram,Share,Negative
f381038c-b3ed-4561-84b1-0f60d4afb6c9,39.0,Male,New Diana,High,2023-05-12,1bfaf193-8596-4691-b5cb-9154b9288076,2023-05-18,849.85,Home & Garden,Bank Transfer,1045a13e-f2c8-4d8a-a7ce-e179659f821c,2023-07-27,Facebook,Comment,Neutral
f381038c-b3ed-4561-84b1-0f60d4afb6c9,39.0,Male,New Diana,High,2023-05-12,253fa2d0-c346-4959-98c0-10b3a1087ee0,2023-12-10,556.86,Electronics,Debit Card,a5d17841-efe2-4b48-b274-f1c08e30379c,2023-10-28,Facebook,Comment,Positive
f381038c-b3ed-4561-84b1-0f60d4afb6c9,39.0,Male,New Diana,High,2023-05-12,253fa2d0-c346-4959-98c0-10b3a1087ee0,2023-12-10,556.86,Electronics,Debit Card,4f856131-43ed-4a4a-ba71-985110f88058,2023-09-30,Facebook,Like,Negative
f381038c-b3ed-4561-84b1-0f60d4afb6c9,39.0,Male,New Diana,High,2023-05-12,253fa2d0-c346-4959-98c0-10b3a1087ee0,2023-12-10,556.86,Electronics,Debit Card,71f41a3d-9d14-42ab-b725-d759dfb89e40,2023-12-04,Instagram,Share,Negative
f381038c-b3ed-4561-84b1-0f60d4afb6c9,39.0,Male,New Diana,High,2023-05-12,253fa2d0-c346-4959-98c0-10b3a1087ee0,2023-12-10,556.86,Electronics,Debit Card,1045a13e-f2c8-4d8a-a7ce-e179659f821c,2023-07-27,Facebook,Comment,Neutral
f43422cc-a731-4574-a05d-9adf4dd4bea4,54.0,Female,Huberfurt,Low,2023-01-03,4d31152e-fea7-424b-8e02-124abac12a91,2023-09-23,615.38,Health & Beauty,Credit Card,920f6f3e-12a5-499d-acc4-918187db700a,2024-02-24,Twitter,Share,Neutral
30dc519a-a52c-465c-8678-8110e7bd13ed,37.0,Male,Port Brandonmouth,High,2022-08-20,f7bd8f10-1984-4164-bd2b-3a7023feaee6,2023-08-27,500.33,Clothing,Debit Card,81954d27-b597-422e-aa1d-e3a9686d2535,2023-12-05,Facebook,Share,Positive
30dc519a-a52c-465c-8678-8110e7bd13ed,37.0,Male,Port Brandonmouth,High,2022-08-20,4cdf525b-2953-473d-b329-5bf8fa744039,2024-04-16,833.53,Clothing,Bank Transfer,81954d27-b597-422e-aa1d-e3a9686d2535,2023-12-05,Facebook,Share,Positive
c30de55f-687c-46f5-bbd2-a9e73d2d138d,44.0,Male,Harringtontown,Medium,2023-07-07,539d1ab3-ca9a-4a45-b161-c10a36618059,2022-12-27,736.46,Electronics,PayPal,9d35b89b-1595-4db0-b988-603978dd4dc3,2024-04-02,Twitter,Like,Negative
d6d22cf1-649a-4b97-9a9b-8ebc1ebe89c9,34.0,Female,Wilkersonbury,High,2023-07-10,60f99755-ce3e-4162-8cd5-01fdca43e876,2023-04-10,290.69,Health & Beauty,Credit Card,290306cc-a2db-4430-9269-067536ef3243,2024-01-15,Instagram,Like,Neutral
d6d22cf1-649a-4b97-9a9b-8ebc1ebe89c9,34.0,Female,Wilkersonbury,High,2023-07-10,b0510e08-a6e2-4911-9d8b-62257db4b0fb,2022-11-11,297.25,Automotive,PayPal,290306cc-a2db-4430-9269-067536ef3243,2024-01-15,Instagram,Like,Neutral
e8cbd1fc-5d2d-472a-8c68-8283bb58c8ae,26.0,Male,Latoyaville,Low,2019-12-23,9fe8d305-18ac-4a4c-be4d-b28301fa5cc7,2023-06-08,93.86,Electronics,Bank Transfer,bedde125-32ad-459d-bffd-4b154372710d,2024-04-22,Facebook,Share,Positive
2a8b0748-3a77-47ec-a6e9-c8c191b39d62,64.0,Male,Amyside,Medium,2022-07-11,ccf0eb57-6304-4401-8ede-5749fd0fbd1a,2022-11-08,189.62,Automotive,Bank Transfer,2af3c6e3-e852-4b84-a3f1-cf2c63dad11b,2024-02-21,Twitter,Like,Positive
2a8b0748-3a77-47ec-a6e9-c8c191b39d62,64.0,Male,Amyside,Medium,2022-07-11,ccf0eb57-6304-4401-8ede-5749fd0fbd1a,2022-11-08,189.62,Automotive,Bank Transfer,7400975e-e49b-40a7-a270-470846610e86,2023-10-02,Twitter,Comment,Positive
2a8b0748-3a77-47ec-a6e9-c8c191b39d62,64.0,Male,Amyside,Medium,2022-07-11,c846947b-79b4-49f4-a08a-ecf47f52defe,2023-07-10,943.57,Health & Beauty,Bank Transfer,2af3c6e3-e852-4b84-a3f1-cf2c63dad11b,2024-02-21,Twitter,Like,Positive
2a8b0748-3a77-47ec-a6e9-c8c191b39d62,64.0,Male,Amyside,Medium,2022-07-11,c846947b-79b4-49f4-a08a-ecf47f52defe,2023-07-10,943.57,Health & Beauty,Bank Transfer,7400975e-e49b-40a7-a270-470846610e86,2023-10-02,Twitter,Comment,Positive
afc2a89b-0b66-4b13-83d0-54cc54e5dae0,36.0,Female,Jacobview,High,2021-09-27,ea281d2e-8364-48ca-8560-27f408c92fa3,2023-03-23,855.81,Clothing,Debit Card,bf5de3fc-7bda-4dbe-a82e-917c6f9525f9,2023-10-07,Twitter,Like,Negative
afc2a89b-0b66-4b13-83d0-54cc54e5dae0,36.0,Female,Jacobview,High,2021-09-27,ea281d2e-8364-48ca-8560-27f408c92fa3,2023-03-23,855.81,Clothing,Debit Card,e5483266-d292-4247-91c9-68ad408ea723,2024-02-04,Instagram,Comment,Positive
05abacfa-de8a-4606-a35d-7487ed7554c7,56.0,Female,South Tammy,Medium,2023-01-22,25a04b72-ac0a-4826-8ee9-92f301f85eb0,2024-02-25,876.79,Home & Garden,Bank Transfer,790457b7-8da6-4874-9f20-4dc1805d959e,2024-03-03,Instagram,Share,Negative
05abacfa-de8a-4606-a35d-7487ed7554c7,56.0,Female,South Tammy,Medium,2023-01-22,cc050604-80d3-4c87-a224-48c4bc998e0e,2022-12-02,680.62,Automotive,Credit Card,790457b7-8da6-4874-9f20-4dc1805d959e,2024-03-03,Instagram,Share,Negative
9bd23b55-cbc0-4082-ae18-916ea8895c07,46.0,Male,Kimberlyview,Low,2024-01-26,919753c3-33af-4b5b-b374-ca8816511f99,2022-12-16,806.34,Automotive,Credit Card,3cf01374-ae02-4c35-a284-0b1141b3b42c,2023-10-12,Instagram,Comment,Negative
9bd23b55-cbc0-4082-ae18-916ea8895c07,46.0,Male,Kimberlyview,Low,2024-01-26,919753c3-33af-4b5b-b374-ca8816511f99,2022-12-16,806.34,Automotive,Credit Card,183f6110-ce5e-4b54-afac-4ef8ac440f0a,2024-03-04,Twitter,Like,Positive
9bd23b55-cbc0-4082-ae18-916ea8895c07,46.0,Male,Kimberlyview,Low,2024-01-26,29780605-f099-421a-bd29-4d89f000abbf,2022-08-07,734.94,Home & Garden,Bank Transfer,3cf01374-ae02-4c35-a284-0b1141b3b42c,2023-10-12,Instagram,Comment,Negative
9bd23b55-cbc0-4082-ae18-916ea8895c07,46.0,Male,Kimberlyview,Low,2024-01-26,29780605-f099-421a-bd29-4d89f000abbf,2022-08-07,734.94,Home & Garden,Bank Transfer,183f6110-ce5e-4b54-afac-4ef8ac440f0a,2024-03-04,Twitter,Like,Positive
9bd23b55-cbc0-4082-ae18-916ea8895c07,46.0,Male,Kimberlyview,Low,2024-01-26,b9b9fbfa-55fe-4f1e-b6f5-b398fe01476a,2024-02-19,291.45,Automotive,Debit Card,3cf01374-ae02-4c35-a284-0b1141b3b42c,2023-10-12,Instagram,Comment,Negative
9bd23b55-cbc0-4082-ae18-916ea8895c07,46.0,Male,Kimberlyview,Low,2024-01-26,b9b9fbfa-55fe-4f1e-b6f5-b398fe01476a,2024-02-19,291.45,Automotive,Debit Card,183f6110-ce5e-4b54-afac-4ef8ac440f0a,2024-03-04,Twitter,Like,Positive
f2ae0761-35fa-44a8-ac81-e607e89611ef,31.0,Male,Stevenfurt,Medium,2024-05-01,51d8ebd7-a0ad-4264-9912-3571aa8e04d6,2023-12-06,92.98,Automotive,PayPal,89043f37-2f17-4299-9d4e-16c1e6993e7e,2024-02-07,Facebook,Comment,Positive
f2ae0761-35fa-44a8-ac81-e607e89611ef,31.0,Male,Stevenfurt,Medium,2024-05-01,51d8ebd7-a0ad-4264-9912-3571aa8e04d6,2023-12-06,92.98,Automotive,PayPal,ec329d24-5519-41d9-8b77-2aa5b493e5bb,2024-02-16,Instagram,Like,Neutral
f2ae0761-35fa-44a8-ac81-e607e89611ef,31.0,Male,Stevenfurt,Medium,2024-05-01,9fd5c503-96bb-4d1b-8120-b5fdd2d81d13,2022-08-27,325.37,Clothing,PayPal,89043f37-2f17-4299-9d4e-16c1e6993e7e,2024-02-07,Facebook,Comment,Positive
f2ae0761-35fa-44a8-ac81-e607e89611ef,31.0,Male,Stevenfurt,Medium,2024-05-01,9fd5c503-96bb-4d1b-8120-b5fdd2d81d13,2022-08-27,325.37,Clothing,PayPal,ec329d24-5519-41d9-8b77-2aa5b493e5bb,2024-02-16,Instagram,Like,Neutral
